序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置
5765,基隆市中山區,西華里,西定路102號,121.735400,25.131700,西華里民活動中心,西華里,20,"水災,震災,土石流,海嘯",陳麗環,02-24263535,是,否,是
5766,基隆市安樂區,安和里,基隆市安樂區安一路一七七巷廿三之1號,121.731900,25.131800,安和及慈仁里民活動中心,安和里、慈仁里、樂一里,140,"水災,震災,土石流,海嘯",童意鵬,02-24224479,是,否,是
5767,基隆市中山區,安平里,中山一路91號,121.737700,25.131900,安平里民活動中心,安平里,25,"水災,震災,土石流,海嘯",楊榮豐,02-24235071,是,否,是
5768,新北市八里區,龍源里,龍源里龍米路1段223號,121.451100,25.132000,龍米市民活動中心,龍源里,125,"水災,震災,土石流",徐玉蘭,02-26181246,是,否,否
5769,基隆市信義區,,正信路26號,121.760500,25.132100,東信國小,信綠里,160,"水災,震災,土石流,海嘯",王信傑,02-24652133ext.30,是,否,是
5770,基隆市安樂區,干城里,基隆市安樂區安一路278巷31之1號,121.729600,25.132400,干城里民活動中心,干城里,200,"水災,震災,土石流,海嘯",俞秀真,02-24237172,是,否,是
5771,臺北市北投區,,臺北市新市街30號6樓,121.502400,25.132500,北投區區民活動中心,清江、八仙、溫泉、奇岩,90,"水災,震災",尤湘禎,2891-2105#221,是,否,否
5772,基隆市中山區,西榮里,西定路80巷48號,121.736300,25.133200,西榮里民活動中心,西榮里,50,"水災,震災,海嘯",許美玉,02-24282233,是,否,是
5773,基隆市安樂區,定國里,基隆市安樂區安一路360號,121.733300,25.133600,安樂高中活動中心,定國里,175,"水災,震災,土石流,海嘯",王培倫,224236600,是,否,是
5774,臺北市北投區,,臺北市北投區中央北路1段173號,121.500300,25.134200,北投國小,大同里、中央里、中庸里、中和里、文化里、豐年里、桃源里、一德里、長安里、關渡里、智仁里,195,"水災,震災",沈俊志,02-28912052#131,是,否,否
5775,臺北市北投區,,北投區溫泉路62號,121.504200,25.134500,北投國中,溫泉里,30,"水災,震災",張淑美,02-28912091#400,是,否,否
5776,基隆市中山區,中山里,中山一路219號二樓,121.739400,25.134500,中山里民活動中心,中山里,40,"水災,震災,土石流,海嘯",張金發,02-24242334,是,否,是
5777,基隆市中山區,民治里,中山一路219號一樓,121.739500,25.134500,民治里民活動中心,民治里,40,"水災,震災,土石流,海嘯",施財濃,02-24234213,是,否,是
5778,基隆市信義區,,崇法街133號地下室,121.768300,25.134500,東光里民活動中心,東光里,107,"水災,震災,土石流,海嘯",黃元良,02-24650489,是,否,是
5779,臺北市北投區,,北投區中央北路4段48號,121.477300,25.134700,桃源國中,桃源里、一德里,55,"水災,震災",鄒優楊,02-28929633#241,是,否,否
5780,基隆市中正區,港通里,義一路87號7樓之1,121.746700,25.134700,港通及正義里民活動中心,港通里、正義里,26,"水災,震災,土石流",簡進發或,02-24201335/24224901,是,否,是
5781,新北市八里區,龍源里,龍米路一段263號,121.449600,25.134800,私立聖心女中,龍源里、米倉里,902,"水災,震災,土石流,海嘯",陳瑞璋,26182287115,是,是,否
5782,基隆市中正區,信義里,信六路21號2樓,121.747700,25.135000,信義里民活動中心,信義里、義重里、德義里,61,"水災,震災,土石流",江添丁,02-24256399,是,否,是
5783,新北市林口區,太平里,汕頭32號,121.366375,25.135255,太平市民活動中心,太平里、瑞平里,82,"水災,震災,土石流,海嘯",黃德源,2603-3111#608,是,是,否
5784,基隆市中正區,新豐里,新豐街482號3樓,121.785200,25.135600,新豐里民活動中心,新豐里,23,"水災,震災,土石流,海嘯",王慧童,02-24693885,是,否,是
5785,基隆市中正區,中船里,中船路36巷4號,121.751100,25.135700,中正國小活動中心,中船里、入船里、正船里,270,"震災,土石流,海嘯",總務,02-24223064#30,是,否,是
5786,基隆市安樂區,興寮里,基隆市安樂區基金一路41號,121.720300,25.136000,興寮里民活動中心,興寮里,74,"水災,震災,土石流,海嘯",連淑慧,022433-6691,是,否,是
5787,基隆市安樂區,西川里,基隆市安樂區新西街一號,121.732200,25.136500,西川里民活動中心,西川里,70,"水災,震災,土石流,海嘯",王忠誠,02-24247319,是,否,是
5788,臺北市北投區,,北投區文化3路1號,121.496700,25.137100,文化國小,文化里、豐年里,30,"水災,震災",蔡雅芬,02-28933828#131,是,否,否
5789,基隆市中山區,西定里,西定路230號三樓,121.732300,25.137100,西定里民活動中心,西定里,100,"水災,震災,土石流,海嘯",陳文宗,02-24270156,是,否,是
5790,基隆市中山區,中興里,中山二路11號,121.740700,25.137100,中興里民活動中心,中興里,40,"水災,震災,土石流,海嘯",李進發,02-24279141,是,否,是
5791,基隆市中正區,,中船路11號2樓,121.750300,25.137400,三砂灣聯合里民活動中心,入船里正船里,40,"水災,土石流",江惠卿,02-24271535,是,否,否
5792,基隆市安樂區,外寮里,基隆市安樂區基金一路129巷6-1號,121.711100,25.137500,外寮里民活動中心,外寮里,70,"水災,震災,土石流,海嘯",吳芊汝,02-24335651,是,否,是
5793,新北市淡水區,民生里,民生路27號,121.461300,25.138000,民生活動中心,竹圍里、福德里、民權里、民生里、坪頂里,72,"水災,震災,土石流",蘇惠珊,02-26221020#7710,是,否,是
5794,臺北市北投區,,中央北路二段70號,121.492900,25.138100,復興崗營區,文化里、豐年里平時於禮堂中正堂收容200人，且寒暑假開放學生宿舍百韜樓共可收容511人,200,"水災,震災",李裕欽,02-28925125,是,否,否
5795,基隆市中正區,中正里,台北市北投區中央北路二段70號,121.492879,25.138105,復興崗營區,基隆市七堵區瑪東里、瑪西里、友二里,361,,李裕欽,23116117分機604380,是,否,否
5796,臺北市北投區,,臺北市北投區新民路2號,121.505200,25.138300,逸仙國小,稻香里、大屯里、中心里,164,"水災,震災,土石流",林功寅,02-28914537#34,是,否,是
5797,臺北市北投區,,臺北市北投區新民路10號,121.506500,25.138900,新民國中,林泉里、秀山里、開明里,207,"水災,震災,土石流",吳佳鴻,02-28979001#500,是,否,否
5798,臺北市北投區,吉利里,石牌路一段39巷100號,121.506500,25.138900,臺北市北投運動中心,吉利里、吉慶里、尊賢里,384,震災,田佳泓,2570-2330轉6428,是,否,否
5799,臺北市北投區,中心里,臺北市北投區中和街200號,121.502400,25.139000,復興公園,全區,3623,震災,楊進興,28832130#111,否,是,是
5800,基隆市中正區,砂子里,調和街3號3樓,121.796500,25.139100,砂子里民活動中心,砂子里,72,"水災,土石流",黃余葉,02-24691248,是,否,是
5801,臺北市北投區,,北投區中央北路3段40巷45號,121.484500,25.139600,桃源國小,桃源里、稻香里,30,"水災,震災",潘同泰,02-28941208#108,是,否,是
5802,新北市八里區,荖阡里,荖阡坑路15號,121.401300,25.139900,八里國中,荖阡里、訊塘里、舊城里,2360,"水災,震災,土石流,海嘯",林真真,26102016101,是,是,否
5803,基隆市安樂區,新西里,基隆市安樂區新西街106-1號,121.727100,25.140000,新西里民活動中心,新西里,74,"水災,震災,土石流,海嘯",陳漢昭,02-24223094,是,否,是
5804,基隆市中正區,新豐里,新豐街100號,121.788500,25.140100,八斗高中活動中心,新豐里、新富里,84,"水災,震災,土石流,海嘯",施麗玲,02-24692366#31,是,否,是
5805,基隆市中山區,仁正里,中山二路105巷144號,121.735000,25.140500,中山高中分部活動中心,仁正里,200,"水災,震災,海嘯",王美娥,02-24242802#32,是,否,是
5806,基隆市中山區,仁正里,中山二路109巷13號,121.738700,25.140700,仁正里民活動中心,仁正里,50,"水災,震災,海嘯",陳炳楠,02-24251521,是,否,是
5807,基隆市中正區,中砂里,豐稔街50號,121.760800,25.140800,中砂里民活動中心,中砂里,22,"震災,土石流",廖正龍,02-24628991,是,否,是
5808,基隆市中正區,碧砂里,環港街84號2樓,121.792600,25.141000,碧砂里民活動中心,碧砂里,60,"水災,土石流",黃志強,02-24692155,是,否,是
5809,基隆市中山區,西康里,復興路24號,121.727000,25.141600,西康里民活動中心,西康里,30,"水災,震災,土石流,海嘯",張繼志,02-24227490,是,否,是
5810,基隆市中山區,中和里,中平街95號,121.722500,25.141800,中和里民活動中心,中和里,70,"水災,震災,海嘯",陳恭訊,02-24281890,是,否,是
5811,臺北市北投區,,北投區珠海路155號,121.509300,25.142000,義方國小,開明里,120,"水災,震災",魏早成,28917433#131,是,否,否
5812,基隆市中正區,正砂里,中正路211號,121.760400,25.142000,正砂里民活動中心,真砂里、正砂里,60,"震災,土石流",俞明發,02-24620698,是,否,是
5813,基隆市中正區,砂灣里,祥豐街66號3樓,121.763900,25.142000,砂灣里民活動中心,砂灣里,58,"水災,震災,土石流",簡曉東,02-24626870,是,否,是
5814,基隆市中山區,健民里,健民街5號,121.737600,25.142300,健民里民活動中心,健民里,50,"水災,震災,海嘯",劉健鑑,02-24220926,是,否,是
5815,基隆市中山區,和平里,中山三路103巷82之2號,121.744400,25.142700,和平里民活動中心,和平里,20,"水災,震災,海嘯",張和妹,02-24246436,是,否,是
5816,基隆市安樂區,中崙里,基隆市安樂區基金二路三巷三號,121.702300,25.143000,中崙里民活動中心,中崙里、武崙里、新崙里,131,"水災,震災,土石流,海嘯",李源林,02-24310558,是,否,是
5817,基隆市中正區,八斗里,八斗街57號,121.796700,25.143200,八斗里民活動中心,八斗里、長潭里,41,"水災,土石流",范玉蘭,02-24691302,是,否,是
5818,臺北市北投區,,北投區復興四路70號,121.501800,25.143700,復興高中,大屯里,300,"水災,震災",趙乃興,02-28914131,是,否,否
5819,基隆市中山區,居仁里,通仁街162號,121.734100,25.143800,居仁里民活動中心,居仁里,55,"水災,震災,海嘯",鄭淑華,02-24222301,是,否,是
5820,基隆市中正區,長潭里,北寧路369巷,121.803422,25.144127,八斗子環保公園,長潭里、八斗里、砂子里、新豐里、新富里,500,"震災,土石流",黃旭鴻專,02-24696000ext.1014,否,否,否
5821,基隆市中山區,通化里,復旦路10號,121.739300,25.145500,通化里民活動中心,通化里,90,"水災,震災,海嘯",徐麗玲,02-24282050,是,否,是
5822,基隆市中山區,居仁里,通仁街28號,121.735939,25.145970,中山國小,居仁里,86,"水災,震災,土石流,海嘯",王雁音,02-24223053,是,否,是
5823,新北市淡水區,八勢里,竹林路35號,121.461700,25.146000,竹圍高中,八勢里、竹圍里、民生里、民權里、福德里,612,"土石流,海嘯",陳麗晶,02-28091557#131,是,是,是
5824,基隆市中正區,建國里,祥豐街467號2樓,121.769600,25.146000,建國里民活動中心,建國里,54,"水災,震災,土石流,海嘯",陳信,02-24620798,是,否,是
5825,基隆市中山區,中和里,中和路64號,121.720400,25.146200,中和國小,中和里,50,"水災,震災,土石流,海嘯",楊文正,02-24371751,是,否,是
5826,基隆市中山區,德和里,復興路206號,121.726800,25.146400,德和里民活動中心,德和里,50,"水災,震災,土石流,海嘯",曾聖為,02-24373167,是,否,是
5827,新北市八里區,米倉里,龍米路2段129巷1號,121.445400,25.146800,米倉國小,米倉里,688,"水災,震災,土石流,海嘯",林愛玲,26182202201,是,是,是
5828,基隆市中山區,仙洞里,仁安街141號,121.747111,25.147188,仙洞國小,仙洞里,76,震災,陳建宏,02-24223031,是,否,是
5829,新北市淡水區,八勢里,中正東路2段145號,121.460200,25.147500,竹圍國小,八勢里、竹圍里、民生里、民權里,580,"水災,震災,土石流,海嘯",黃博亭,02-28091475#215,是,是,是
5830,基隆市中山區,仙洞里,太白街2之3號,121.746400,25.147700,仙洞里民活動中心,仙洞里,60,"水災,震災,海嘯",何銘松,02-24264626,是,否,是
5831,基隆市中山區,通明里,中華路42號,121.738200,25.147900,通明里休閒活動中心,通明里,60,"水災,震災,土石流,海嘯",林寶,02-24238842,是,否,是
5832,基隆市中正區,海濱里,祥豐街246號,121.771500,25.148000,基隆海事活動中心,海濱里,148,"土石流,海嘯",總務,02-24621602,是,否,是
5833,基隆市中山區,通明里,中華路46巷2號,121.738200,25.148300,通明里民活動中心,通明里,60,"水災,震災,土石流,海嘯",林寶,02-24238842,是,否,是
5834,基隆市中正區,中濱里,武昌街70巷23號,121.764200,25.148500,中濱里民活動中心,中濱里,40,"水災,震災,土石流,海嘯",黃凱義,02-24620181,是,否,是
5835,新北市八里區,舊城里,中山路2段251號1樓,121.402900,25.148700,文化活動中心,舊城里、訊塘里、荖阡里、長坑里、下罟里,50,"水災,震災,土石流",鄭鳳英,02-86303264,是,否,否
5836,臺北市北投區,,臺北市北投區東昇路34號,121.524300,25.149200,泉源國小,泉源里、湖田里,30,"水災,震災",劉得劦,28951258#141,是,否,否
5837,新北市八里區,舊城里,中山路二段338號,121.403000,25.149500,八里國小,舊城里、訊塘里、荖阡里,1243,"水災,震災,土石流",蔡國臣,261000000000,是,是,否
5838,基隆市中正區,中正里,中正路656巷146號,121.767200,25.149500,中正里民活動中心,中正里,60,"震災,土石流,海嘯",梁火龍,02-24621889,是,否,是
5839,基隆市中山區,德安里,復興路259巷1之1號,121.726400,25.149900,德安里民活動中心,德安里,45,"水災,震災,海嘯",謝銘傳,02-24374723,是,否,是
5840,臺北市北投區,,臺北市北投區湖底路11號,121.535500,25.150000,湖山國小,湖山里、永和里,20,"水災,震災",陳立偉,28610148#130,是,否,否
5841,基隆市中正區,海濱里,北寧路2號,121.776731,25.150069,國立臺灣海洋大學,海濱里,629,震災,吳晴香,02-24622192#1143,是,否,否
5842,基隆市中山區,和慶里,中和路168巷10弄37號,121.715300,25.151000,大慶活動中心,和慶里,120,"水災,震災,土石流,海嘯",葉錦地,02-24377878,是,否,是
5843,基隆市中正區,正濱里,中正路674號7樓,121.767800,25.151500,中正區公所,正濱、海濱,25,"水災,震災,土石流,海嘯",李吉清,02-24633341#101,是,否,是
5844,基隆市中山區,太白里,光華路7號2樓,121.743000,25.151800,太白里民活動中心,太白里,40,"水災,震災,海嘯",陳貴文,02-24264512,是,否,是
5845,基隆市中山區,文化里,文化路168號五樓,121.729500,25.152600,基隆市中山區公所,文化里,50,"水災,震災,土石流,海嘯",鄭錦濃,02-24232181#101,是,否,是
5846,基隆市中山區,文化里,文化路161巷44之5號,121.731700,25.153500,文化里民活動中心,文化里,60,"水災,震災,海嘯",梁高淑榛,02-24239180,是,否,是
5847,基隆市中山區,文化里,文化路162號,121.730700,25.154200,中山高中活動中心,協和里,160,"水災,震災,土石流,海嘯",郭偉志,02-24248191,是,否,是
5848,基隆市中正區,社寮里,和一路155巷14號,121.764300,25.154600,和平島聯合里民活動中心,社寮里、和憲里,55,"水災,震災,土石流",范詠翔,02-24628668,是,否,是
5849,臺北市北投區,,北投區復興三路312號,121.504300,25.154700,大屯國小,大屯里,20,"水災,震災",黃騏堯,02-28914353#13,是,否,否
5850,基隆市中正區,平寮里,和一路186號,121.763800,25.155100,平寮里民活動中心,平寮里、和憲里,21,"水災,震災,土石流",蔡淑貞,02-24631305,是,否,是
5851,基隆市中正區,社寮里,和一路84巷26號,121.766067,25.155650,和平國小活動中心,社寮里、和憲里,100,"水災,震災,土石流,海嘯",士杰,02-24622106,是,否,否
5852,基隆市安樂區,內寮里,基隆市安樂區武聖街九號,121.696500,25.156900,內寮里民活動中心,內寮里,127,"水災,震災,土石流,海嘯",陳玉慧,02-24327738,是,否,是
